gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/albiciliatus/Allerastria-albiciliatus-1043228.jpg,albiciliatus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/albiciliatus/Allerastria-albiciliatus-1526708.jpg,albiciliatus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/albiciliatus/Allerastria-albiciliatus-5108031.jpg,albiciliatus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/albiciliatus/Allerastria-albiciliatus-7298968.jpg,albiciliatus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/flavidior/Allerastria-flavidior-4744694.jpg,flavidior
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/albiciliatus/Allerastria-albiciliatus-1043228.jpg,albiciliatus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/albiciliatus/Allerastria-albiciliatus-1526708.jpg,albiciliatus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/albiciliatus/Allerastria-albiciliatus-5108031.jpg,albiciliatus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/albiciliatus/Allerastria-albiciliatus-7298968.jpg,albiciliatus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/flavidior/Allerastria-flavidior-4744694.jpg,flavidior
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/albiciliatus/Allerastria-albiciliatus-1043228.jpg,albiciliatus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/albiciliatus/Allerastria-albiciliatus-1526708.jpg,albiciliatus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/albiciliatus/Allerastria-albiciliatus-5108031.jpg,albiciliatus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/albiciliatus/Allerastria-albiciliatus-7298968.jpg,albiciliatus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Allerastria/flavidior/Allerastria-flavidior-4744694.jpg,flavidior
