gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Evacanthus/grandipes/Evacanthus-grandipes-4508151.jpg,grandipes
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Evacanthus/interruptus/Evacanthus-interruptus-2257670.jpg,interruptus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Evacanthus/interruptus/Evacanthus-interruptus-4172101.jpg,interruptus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Evacanthus/interruptus/Evacanthus-interruptus-4526137.jpg,interruptus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Evacanthus/interruptus/Evacanthus-interruptus-7348446.jpg,interruptus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Evacanthus/nigramericanus/Evacanthus-nigramericanus-5475248.jpg,nigramericanus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Evacanthus/grandipes/Evacanthus-grandipes-4508151.jpg,grandipes
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Evacanthus/interruptus/Evacanthus-interruptus-2257670.jpg,interruptus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Evacanthus/interruptus/Evacanthus-interruptus-4172101.jpg,interruptus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Evacanthus/interruptus/Evacanthus-interruptus-4526137.jpg,interruptus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Evacanthus/interruptus/Evacanthus-interruptus-7348446.jpg,interruptus
gs://bugoff-bucket1/hinton/Insecta/GenusSpecies/Evacanthus/nigramericanus/Evacanthus-nigramericanus-5475248.jpg,nigramericanus
